Lot URL,Lot #,Est. Retail Value,Sale Date,Year,Make,Model,Engine Type,Cylinders,VIN,Grid/Row,Title Code,Odometer,Odometer Description,Damage Description,Current Bid,My Bid,Item Number,Sale Name,Repair Estimate
https://www.copart.com/lotDetail/46343101,46343101,0 USD,10/28/2021 04:00 pm CEST,2011,AUDI,A5 PREMIUM,2.0L  4,4,WAULFAFR9BA085874,INSP,CERTIFICATE OF TITLE (P),"110,703 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,87,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/47281561,47281561,0 USD,10/28/2021 04:00 pm CEST,1990,MAZDA,MX-5 MIATA,1.6L  4,4,JM1NA351XL0115201,K040,BILL OF SALE - PARTS ONLY,"145,118 E",EXEMPT,REAR END,200 USD,0 USD,27,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/49539481,49539481,"29,180 USD",10/28/2021 04:00 pm CEST,2021,KIA,SPORTAGE E,2.4L  4,4,KNDPNCAC2M7858688,J040,CERT OF TITLE-SALVAGE,"6,370 A",ACTUAL,FRONT END,"7,400 USD",0 USD,249,CT - HARTFORD SPRINGFIELD,"26,827 USD"
https://www.copart.com/lotDetail/51012981,51012981,"29,944 USD",10/28/2021 04:00 pm CEST,2019,HYUNDAI,SONATA LIM,2.0L  4,4,5NPE34AB4KH792681,K040,CERT OF TITLE-SALVAGE,"14,317 A",ACTUAL,ROLLOVER,"4,050 USD",0 USD,199,CT - HARTFORD SPRINGFIELD,"16,039 USD"
https://www.copart.com/lotDetail/51016781,51016781,0 USD,10/28/2021 04:00 pm CEST,2018,BMW,340 XI,3.0L  6,6,WBA8B7G58JNT71223,J030,CERT OF TITLE-FLOOD SALVAGE,"49,239 A",ACTUAL,WATER/FLOOD,"5,700 USD",0 USD,241,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/51020631,51020631,"2,575 USD",10/28/2021 04:00 pm CEST,2001,FORD,EXPLORER S,4.0L  6,6,1FMYU70E81UC18785,G040,CERT OF TITLE-PARTS ONLY SALVA,"145,013 A",ACTUAL,WATER/FLOOD,200 USD,0 USD,29,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/52111191,52111191,0 USD,10/28/2021 04:00 pm CEST,2020,AUDI,Q5 PREMIUM,2.0L  4,4,WA1BNAFY2L2000646,L030,CERT OF TITLE SLVG REBUILDABLE,0 N,NOT ACTUAL,FRONT END,175 USD,0 USD,251,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/52380051,52380051,"59,000 USD",10/28/2021 04:00 pm CEST,1993,LAND ROVER,RANGE ROVE,4.2L  8,8,SALHC134XPA631205,G040,CERT OF TITLE,"73,365 E",EXEMPT,MINOR DENT/SCRATCHES,200 USD,0 USD,8,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/53384901,53384901,"13,595 USD",10/28/2021 04:00 pm CEST,2013,HONDA,PILOT EX,3.5L  6,6,5FNYF4H49DB024708,K040,CERT OF TITLE-SALVAGE,"124,763 A",ACTUAL,FRONT END,"1,600 USD",0 USD,149,CT - HARTFORD SPRINGFIELD,"4,698 USD"
https://www.copart.com/lotDetail/53480551,53480551,"20,304 USD",10/28/2021 04:00 pm CEST,2018,HONDA,CIVIC LX,2.0L  4,4,2HGFC2F54JH562739,A010,CERT OF TITLE-SALVAGE,"34,861 A",ACTUAL,FRONT END,"3,100 USD",0 USD,136,CT - HARTFORD SPRINGFIELD,"10,819 USD"
https://www.copart.com/lotDetail/53644721,53644721,0 USD,10/28/2021 04:00 pm CEST,2006,TOYOTA,4RUNNER SR,4.7L  8,8,JTEBT14R768035235,G030,CERTIFICATE OF TITLE,"242,147 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,184,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/53902151,53902151,0 USD,10/28/2021 04:00 pm CEST,2004,JEEP,LIBERTY SP,3.7L  6,6,1J4GL48K74W167522,K020,CERT OF TITLE-SALVAGE,"139,786 A",ACTUAL,UNDERCARRIAGE,375 USD,0 USD,16,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/53989841,53989841,"18,784 USD",10/28/2021 04:00 pm CEST,2018,HYUNDAI,ELANTRA SE,2.0L  4,4,5NPD84LF8JH371333,A010,CERT OF TITLE-PARTS ONLY SALVA,"38,250 A",ACTUAL,ALL OVER,"2,700 USD",0 USD,234,CT - HARTFORD SPRINGFIELD,"18,020 USD"
https://www.copart.com/lotDetail/54028031,54028031,"54,612 USD",10/28/2021 04:00 pm CEST,2016,LAND ROVER,RANGE ROVE,3.0L  6,6,SALGS2VF3GA263999,F040,CERTIFICATE OF TITLE,"173,560 A",ACTUAL,NORMAL WEAR,"23,700 USD",0 USD,181,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/54498421,54498421,"25,203 USD",10/28/2021 04:00 pm CEST,2017,HYUNDAI,SONATA SPO,2.4L  4,4,5NPE34AF5HH592100,H030,CERT OF TITLE-SALVAGE,0 N,NOT ACTUAL,ALL OVER,"1,150 USD",0 USD,176,CT - HARTFORD SPRINGFIELD,"24,160 USD"
https://www.copart.com/lotDetail/54544521,54544521,0 USD,10/28/2021 04:00 pm CEST,2009,SUBARU,IMPREZA 2.,2.5L  4,4,JF1GE616X9G511313,J030,CERTIFICATE OF TITLE,"109,885 A",ACTUAL,MINOR DENT/SCRATCHES,"1,700 USD",0 USD,74,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/55029881,55029881,"20,193 USD",10/28/2021 04:00 pm CEST,2015,AUDI,Q5 PREMIUM,3.0L  6,6,WA1DGAFP8FA087456,HVY1,CERT OF TITLE-SALVAGE,"119,962 A",ACTUAL,FRONT END,"1,600 USD",0 USD,167,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/55336791,55336791,0 USD,10/28/2021 04:00 pm CEST,2015,TOYOTA,SCION TC,2.5L  4,4,JTKJF5C7XFJ004884,G030,CERTIFICATE OF TITLE (P),"103,636 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,164,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/55460941,55460941,"23,025 USD",10/28/2021 04:00 pm CEST,2015,HYUNDAI,GENESIS 3.,3.8L  6,6,KMHGN4JE0FU039461,HVY2,CERT OF TITLE-SALVAGE,"74,885 A",ACTUAL,VANDALISM,"3,250 USD",0 USD,139,CT - HARTFORD SPRINGFIELD,"8,409 USD"
https://www.copart.com/lotDetail/55490681,55490681,0 USD,10/28/2021 04:00 pm CEST,1974,BUICK,REGAL,,,4J57H4G138883,I050,CERTIFICATE OF TITLE,"32,760 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,3,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/55643251,55643251,"16,097 USD",10/28/2021 04:00 pm CEST,2015,HONDA,ACCORD EXL,2.4L  4,4,1HGCR2F86FA014324,B010,CERT OF TITLE-SALVAGE,"109,115 A",ACTUAL,SIDE,"2,500 USD",0 USD,143,CT - HARTFORD SPRINGFIELD,"12,024 USD"
https://www.copart.com/lotDetail/55923891,55923891,"14,834 USD",10/28/2021 04:00 pm CEST,2014,MERCEDES-BENZ,C 300 4MAT,3.5L  6,6,WDDGF8AB6EA953010,I030,CERT OF TITLE-SALVAGE,"120,424 A",ACTUAL,VANDALISM,"4,550 USD",0 USD,226,CT - HARTFORD SPRINGFIELD,"2,231 USD"
https://www.copart.com/lotDetail/55972671,55972671,0 USD,10/28/2021 04:00 pm CEST,2013,KIA,SOUL,1.6L  4,4,KNDJT2A50D7614125,HVY2,CERTIFICATE OF TITLE,"128,131 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,24,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/56065821,56065821,"15,872 USD",10/28/2021 04:00 pm CEST,2016,TOYOTA,COROLLA L,1.8L  4,4,5YFBURHE6GP410402,K040,CERT OF TITLE-SALVAGE,"65,298 A",ACTUAL,WATER/FLOOD,"4,100 USD",0 USD,196,CT - HARTFORD SPRINGFIELD,"16,379 USD"
https://www.copart.com/lotDetail/56197251,56197251,0 USD,10/28/2021 04:00 pm CEST,2004,TOYOTA,COROLLA CE,1.8L  4,4,2T1BR32E44C294572,I040,CERTIFICATE OF TITLE,"299,741 A",ACTUAL,FRONT END,"1,100 USD",0 USD,17,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/56197531,56197531,0 USD,10/28/2021 04:00 pm CEST,1985,MERCEDES-BENZ,300 DT,3.0L  5,5,WDBAB33C7FA253419,L030,CERTIFICATE OF TITLE,"293,237 E",EXEMPT,MINOR DENT/SCRATCHES,825 USD,0 USD,5,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/56344401,56344401,0 USD,10/28/2021 04:00 pm CEST,2010,TOYOTA,PRIUS,1.8L  4,4,JTDKN3DU7A0164386,K030,CERTIFICATE OF TITLE,"222,824 E",EXEMPT,MINOR DENT/SCRATCHES,200 USD,0 USD,145,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/56360151,56360151,0 USD,10/28/2021 04:00 pm CEST,1988,PONTIAC,FIERO,2.8L  6,6,1G2PE1193JP221799,H040,BILL OF SALE (P),"102,353 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,2,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/56399841,56399841,0 USD,10/28/2021 04:00 pm CEST,2015,TOYOTA,SIENNA LE,3.5L  6,6,5TDKK3DC4FS559016,G020,CERTIFICATE OF TITLE,"323,997 A",ACTUAL,MINOR DENT/SCRATCHES,"7,000 USD",0 USD,163,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/56400021,56400021,0 USD,10/28/2021 04:00 pm CEST,2014,JEEP,GRAND CHER,3.6L  6,6,1C4RJFBG2EC301859,G020,AFFIDAVIT OF REPOSSESSION,"132,261 A",ACTUAL,MINOR DENT/SCRATCHES,"6,500 USD",0 USD,114,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/56653551,56653551,0 USD,10/28/2021 04:00 pm CEST,2005,JEEP,GRAND CHER,3.7L  6,6,1J4GR48K35C652760,K050,CERTIFICATE OF TITLE,"167,935 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,44,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/56695551,56695551,"12,782 USD",10/28/2021 04:00 pm CEST,2013,TOYOTA,COROLLA BA,1.8L  4,4,2T1BU4EE9DC009655,J020,CERT OF TITLE-SALVAGE,"47,007 A",ACTUAL,REAR END,"2,100 USD",0 USD,116,CT - HARTFORD SPRINGFIELD,"5,805 USD"
https://www.copart.com/lotDetail/56996751,56996751,"23,417 USD",10/28/2021 04:00 pm CEST,2019,NISSAN,ROGUE S,2.5L  4,4,5N1AT2MV1KC746466,HVY1,CERT OF TITLE-SALVAGE,"29,040 A",ACTUAL,FRONT END,"1,600 USD",0 USD,211,CT - HARTFORD SPRINGFIELD,"19,007 USD"
https://www.copart.com/lotDetail/57028731,57028731,0 USD,10/28/2021 04:00 pm CEST,2010,SUBARU,OUTBACK 2.,2.5L  4,4,4S4BRBACXA1338984,G020,CERTIFICATE OF TITLE,"183,153 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,84,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/57106591,57106591,"18,480 USD",10/28/2021 04:00 pm CEST,2021,NISSAN,VERSA S,1.6L  4,4,3N1CN8DVXML819063,C010,CERT OF TITLE-SALVAGE,"3,482 A",ACTUAL,FRONT END,"3,000 USD",0 USD,231,CT - HARTFORD SPRINGFIELD,"19,320 USD"
https://www.copart.com/lotDetail/57181421,57181421,0 USD,10/28/2021 04:00 pm CEST,2008,FORD,ECONOLINE,4.6L  8,8,1FTNS24W18DA41882,HVY3,CERTIFICATE OF TITLE,"283,593 A",ACTUAL,FRONT END,200 USD,0 USD,102,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/57346481,57346481,"31,287 USD",10/28/2021 04:00 pm CEST,2017,AUDI,A4 PREMIUM,2.0L  4,4,WAUANAF42HN023796,C010,CERT OF TITLE-FLOOD SALVAGE,"10,666 A",ACTUAL,WATER/FLOOD,"7,700 USD",0 USD,201,CT - HARTFORD SPRINGFIELD,"30,813 USD"
https://www.copart.com/lotDetail/57400281,57400281,"16,592 USD",10/28/2021 04:00 pm CEST,2015,TOYOTA,RAV4 LE,2.5L  4,4,2T3BFREV9FW260613,C010,CERT OF TITLE-SALVAGE,"99,819 A",ACTUAL,FRONT END,"3,750 USD",0 USD,151,CT - HARTFORD SPRINGFIELD,"14,399 USD"
https://www.copart.com/lotDetail/57417351,57417351,0 USD,10/28/2021 04:00 pm CEST,2016,MERCEDES-BENZ,GLE 63 AMG,5.5L  8,8,4JGDA7FB4GA652443,F020,CERTIFICATE OF TITLE,"56,915 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,191,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/57585361,57585361,"6,950 USD",10/28/2021 04:00 pm CEST,2004,CHEVROLET,AVALANCHE,5.3L  8,8,3GNEK12T14G219166,G010,CERT OF TITLE-SALVAGE,"151,050 A",ACTUAL,SIDE,825 USD,0 USD,13,CT - HARTFORD SPRINGFIELD,"5,461 USD"
https://www.copart.com/lotDetail/57611741,57611741,0 USD,10/28/2021 04:00 pm CEST,2006,TOYOTA,RAV4 LIMIT,3.5L  6,6,JTMBK31V465007446,G030,CERTIFICATE OF TITLE,"212,504 A",ACTUAL,MINOR DENT/SCRATCHES,"1,200 USD",0 USD,82,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/57613451,57613451,0 USD,10/28/2021 04:00 pm CEST,2016,MERCEDES-BENZ,C 300 4MAT,2.0L  4,4,55SWF4KB9GU100879,F030,CERTIFICATE OF TITLE,"99,503 A",ACTUAL,MINOR DENT/SCRATCHES,225 USD,0 USD,186,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/57878661,57878661,0 USD,10/28/2021 04:00 pm CEST,2012,MERCEDES-BENZ,ML 350 4MA,3.5L  6,6,4JGDA5HB0CA002634,F020,CERTIFICATE OF TITLE,"82,816 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,97,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/57987461,57987461,0 USD,10/28/2021 04:00 pm CEST,2008,HYUNDAI,SANTA FE G,2.7L  6,6,5NMSG73DX8H168896,L040,CERTIFICATE OF TITLE,"230,341 A",ACTUAL,FRONT END,825 USD,0 USD,64,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/58083391,58083391,0 USD,10/28/2021 04:00 pm CEST,2005,FORD,RANGER SUP,3.0L  6,6,1FTYR14U05PA42971,G020,CERTIFICATE OF TITLE (P),"187,314 A",ACTUAL,MECHANICAL,200 USD,0 USD,22,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/58145111,58145111,"51,761 USD",10/28/2021 04:00 pm CEST,2017,AUDI,S6 PREMIUM,4.0L  8,8,WAUFFBFC5HN116845,H040,CERT OF TITLE-SALVAGE,"50,989 A",ACTUAL,ALL OVER,"8,600 USD",0 USD,239,CT - HARTFORD SPRINGFIELD,"37,689 USD"
https://www.copart.com/lotDetail/58260061,58260061,0 USD,10/28/2021 04:00 pm CEST,2014,SMART,FORTWO,,,WMEEJ9AAXEK730588,H030,CERTIFICATE OF TITLE,0 N,NOT ACTUAL,MINOR DENT/SCRATCHES,"2,100 USD",0 USD,121,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/58299521,58299521,0 USD,10/28/2021 04:00 pm CEST,2014,TOYOTA,TACOMA,2.7L  4,4,5TFPX4EN9EX019263,K050,CERTIFICATE OF TITLE,"209,379 A",ACTUAL,REAR END,"8,700 USD",0 USD,124,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/58335261,58335261,"7,704 USD",10/28/2021 04:00 pm CEST,2012,VOLKSWAGEN,PASSAT S,2.5L  5,5,1VWAP7A31CC065246,I020,CERT OF TITLE-SALVAGE,"142,588 A",ACTUAL,REAR END,975 USD,0 USD,141,CT - HARTFORD SPRINGFIELD,"5,863 USD"
https://www.copart.com/lotDetail/58502521,58502521,"5,125 USD",10/28/2021 04:00 pm CEST,2005,CADILLAC,STS,4.6L  8,8,1G6DC67A850164780,R010,CERT OF TITLE-SALVAGE,"147,373 A",ACTUAL,FRONT END,200 USD,0 USD,19,CT - HARTFORD SPRINGFIELD,"5,111 USD"
https://www.copart.com/lotDetail/58673271,58673271,"5,915 USD",10/28/2021 04:00 pm CEST,2011,VOLKSWAGEN,JETTA S,2.5L  5,5,3VWPZ7AJ9BM612764,A010,CERT OF TITLE-SALVAGE,"184,601 A",ACTUAL,REAR END,200 USD,0 USD,112,CT - HARTFORD SPRINGFIELD,"2,435 USD"
https://www.copart.com/lotDetail/59018601,59018601,0 USD,10/28/2021 04:00 pm CEST,2002,GMC,YUKON XL K,5.3L  8,8,3GKFK16Z72G303148,H010,CERTIFICATE OF TITLE (P),"290,882 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,9,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59026051,59026051,0 USD,10/28/2021 04:00 pm CEST,2002,CHEVROLET,SILVERADO,5.3L  8,8,1GCEK14T82Z284387,J010,CERTIFICATE OF TITLE,"143,330 A",ACTUAL,REAR END,200 USD,0 USD,7,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59043641,59043641,"5,102 USD",10/28/2021 04:00 pm CEST,2005,JEEP,GRAND CHER,3.7L  6,6,1J4GR48K55C669656,L030,CERT OF TITLE-PARTS ONLY SALVA,"157,524 A",ACTUAL,FRONT END,625 USD,0 USD,25,CT - HARTFORD SPRINGFIELD,"7,281 USD"
https://www.copart.com/lotDetail/59072901,59072901,0 USD,10/28/2021 04:00 pm CEST,2015,SUBARU,XV CROSSTR,2.0L  4,4,JF2GPAFCXF8315451,G040,CERTIFICATE OF TITLE,"213,533 A",ACTUAL,MINOR DENT/SCRATCHES,"3,400 USD",0 USD,159,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59099171,59099171,0 USD,10/28/2021 04:00 pm CEST,2016,KIA,SOUL,1.6L  4,4,KNDJN2A27G7288120,H020,CERTIFICATE OF TITLE,"53,720 A",ACTUAL,SIDE,"2,400 USD",0 USD,244,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59111571,59111571,0 USD,10/28/2021 04:00 pm CEST,2015,NISSAN,FRONTIER S,4.0L  6,6,1N6AD0EV7FN748363,G030,CERTIFICATE OF TITLE,"167,824 A",ACTUAL,MINOR DENT/SCRATCHES,"8,100 USD",0 USD,154,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59165501,59165501,0 USD,10/28/2021 04:00 pm CEST,2005,CHEVROLET,SILVERADO,5.3L  8,8,2GCEK19B151261367,L030,CERTIFICATE OF TITLE,"101,308 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,21,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59551181,59551181,0 USD,10/28/2021 04:00 pm CEST,2005,JEEP,LIBERTY LI,3.7L  6,6,1J4GL58K05W720325,J040,CERTIFICATE OF TITLE,"211,094 A",ACTUAL,REAR END,200 USD,0 USD,26,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59616161,59616161,0 USD,10/28/2021 04:00 pm CEST,2014,CHEVROLET,SILVERADO,4.3L  6,6,3GCUKREHXEG388162,L040,CERTIFICATE OF TITLE,"229,108 A",ACTUAL,MINOR DENT/SCRATCHES,"5,100 USD",0 USD,111,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59623531,59623531,0 USD,10/28/2021 04:00 pm CEST,2013,MERCEDES-BENZ,GL 450 4MA,4.6L  8,8,4JGDF7CE8DA256348,J050,CERTIFICATE OF TITLE,"117,082 A",ACTUAL,MINOR DENT/SCRATCHES,"13,500 USD",0 USD,104,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59855061,59855061,0 USD,10/28/2021 04:00 pm CEST,2008,TOYOTA,HIGHLANDER,3.3L  6,6,JTEEW41A482008147,G030,CERTIFICATE OF TITLE (P),"264,863 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,67,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59882491,59882491,0 USD,10/28/2021 04:00 pm CEST,2005,GMC,NEW SIERRA,5.3L  8,8,2GTEK13T751244879,*OFF,CERT OF TITLE-SALVAGE (P),"153,612 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,41,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59893351,59893351,0 USD,10/28/2021 04:00 pm CEST,2016,LAND ROVER,RANGE ROVE,2.0L  4,4,SALVR2BG1GH149166,G040,CERTIFICATE OF TITLE,"130,100 A",ACTUAL,MINOR DENT/SCRATCHES,175 USD,0 USD,179,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59916471,59916471,"14,191 USD",10/28/2021 04:00 pm CEST,2014,ACURA,TL TECH,3.7L  6,6,19UUA9F50EA001920,H030,CERT OF TITLE-SALVAGE,"177,564 A",ACTUAL,FRONT END,"1,500 USD",0 USD,216,CT - HARTFORD SPRINGFIELD,"10,495 USD"
https://www.copart.com/lotDetail/59964141,59964141,0 USD,10/28/2021 04:00 pm CEST,2012,KIA,OPTIMA LX,2.4L  4,4,5XXGM4A7XCG047786,J030,CERTIFICATE OF TITLE,"192,305 A",ACTUAL,MINOR DENT/SCRATCHES,750 USD,0 USD,175,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59987661,59987661,0 USD,10/28/2021 04:00 pm CEST,2013,FORD,F350 SUPER,6.7L  8,8,1FDRF3HT1DEA36791,HVY3,CERTIFICATE OF TITLE (P),"82,635 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,185,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/59989331,59989331,0 USD,10/28/2021 04:00 pm CEST,2016,HYUNDAI,TUCSON LIM,1.6L  4,4,KM8J3CA20GU049162,G030,CERTIFICATE OF TITLE,"106,714 A",ACTUAL,FRONT END,"8,200 USD",0 USD,173,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60023821,60023821,"14,909 USD",10/28/2021 04:00 pm CEST,2013,BMW,X3 XDRIVE3,3.0L  6,6,5UXWX7C58DL980618,S020,CERT OF TITLE-SALVAGE,"116,642 A",ACTUAL,WATER/FLOOD,"1,100 USD",0 USD,213,CT - HARTFORD SPRINGFIELD,"11,075 USD"
https://www.copart.com/lotDetail/60029161,60029161,0 USD,10/28/2021 04:00 pm CEST,2015,SUBARU,OUTBACK 2.,2.5L  4,4,4S4BSACC8F3328364,H050,CERTIFICATE OF TITLE,"191,665 A",ACTUAL,MINOR DENT/SCRATCHES,"3,400 USD",0 USD,161,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60052641,60052641,0 USD,10/28/2021 04:00 pm CEST,2008,LEXUS,ES 350,3.5L  6,6,JTHBJ46G682259852,G030,CERTIFICATE OF TITLE,"173,070 A",ACTUAL,FRONT END,825 USD,0 USD,108,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60219861,60219861,0 USD,10/28/2021 04:00 pm CEST,2007,TOYOTA,CAMRY CE,2.4L  4,4,4T1BE46K97U042692,G030,CERTIFICATE OF TITLE (P),"251,651 E",EXEMPT,FRONT END,250 USD,0 USD,95,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60231771,60231771,"24,613 USD",10/28/2021 04:00 pm CEST,2018,HONDA,ACCORD SPO,2.0L  4,4,1HGCV2E38JA001228,J020,CERT OF TITLE-SALVAGE,"46,472 A",ACTUAL,FRONT END,"1,900 USD",0 USD,253,CT - HARTFORD SPRINGFIELD,"20,047 USD"
https://www.copart.com/lotDetail/60237781,60237781,"32,000 USD",10/28/2021 04:00 pm CEST,1920,FORD,MODEL T,,,4628088,GARG,BILL OF SALE (P),0 E,EXEMPT,MINOR DENT/SCRATCHES,"12,700 USD",0 USD,1,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60242811,60242811,0 USD,10/28/2021 04:00 pm CEST,2014,MERCEDES-BENZ,ML 350 4MA,3.5L  6,6,4JGDA5HB0EA357757,G050,CERTIFICATE OF TITLE,"121,827 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,117,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60295781,60295781,0 USD,10/28/2021 04:00 pm CEST,2006,LEXUS,GS 300,3.0L  6,6,JTHCH96S260013438,G020,CERTIFICATE OF TITLE,"225,507 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,68,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60296261,60296261,0 USD,10/28/2021 04:00 pm CEST,2012,NISSAN,VERSA S,1.6L  4,4,3N1CN7AP1CL809424,K030,CERTIFICATE OF TITLE,"180,221 A",ACTUAL,SIDE,200 USD,0 USD,178,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60348331,60348331,0 USD,10/28/2021 04:00 pm CEST,2010,FORD,TRANSIT CO,2.0L  4,4,NM0LS6ANXAT019012,K010,CERTIFICATE OF TITLE,"343,131 A",ACTUAL,MINOR DENT/SCRATCHES,"1,000 USD",0 USD,77,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60348781,60348781,0 USD,10/28/2021 04:00 pm CEST,2013,BMW,X5 M,4.4L  8,8,5YMGY0C55DLL15659,G020,CERTIFICATE OF TITLE,"184,445 A",ACTUAL,MECHANICAL,"6,600 USD",0 USD,101,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60349011,60349011,0 USD,10/28/2021 04:00 pm CEST,2016,TOYOTA,PRIUS C,1.5L  4,4,JTDKDTB33G1132129,G040,CERTIFICATE OF TITLE,"161,756 A",ACTUAL,ALL OVER,"2,400 USD",0 USD,203,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60370591,60370591,0 USD,10/28/2021 04:00 pm CEST,2007,HONDA,RIDGELINE,3.5L  6,6,2HJYK16367H545867,H010,CERTIFICATE OF TITLE,"184,413 A",ACTUAL,SIDE,250 USD,0 USD,92,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60458791,60458791,0 USD,10/28/2021 04:00 pm CEST,2004,DODGE,DAKOTA QUA,4.7L  8,8,1D7HG38N64S518355,I050,CERTIFICATE OF TITLE,"141,962 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,14,CT - HARTFORD SPRINGFIELD,0 USD
